"country"|"iso2c"|"iso3c"|"year"|"status"|"lastupdated"|"gdp_per_cap"|"life_exp"|"pop"|"internet"|"region"|"capital"|"longitude"|"latitude"|"income"|"lending"
"Cuba"|"CU"|"CUB"|2015|""|"2026-01-28"|7727.91997207998|77.745|11275065|37.3051|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Cuba"|"CU"|"CUB"|2016|""|"2026-01-28"|8110.55874283616|77.571|11265612|42.9787|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Cuba"|"CU"|"CUB"|2019|""|"2026-01-28"|9232.26115935183|77.413|11202846|67.9708|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Cuba"|"CU"|"CUB"|2020|""|"2026-01-28"|9605.27914559614|77.407|11176354|71.1191|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Cuba"|"CU"|"CUB"|2017|""|"2026-01-28"|8610.60829605429|77.3|11247829|57.1484|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Cuba"|"CU"|"CUB"|2018|""|"2026-01-28"|8911.46205998726|77.426|11227118|62.6789|"Latin America & Caribbean"|"Havana"|"-82.3667"|"23.1333"|"Upper middle income"|"Not classified"
"Curacao"|"CW"|"CUW"|2019|""|"2026-01-28"|19220.6865793075|76.492|157441|NA|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Curacao"|"CW"|"CUW"|2020|""|"2026-01-28"|16299.8134349902|76.501|155482|NA|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Curacao"|"CW"|"CUW"|2018|""|"2026-01-28"|19119.1244887029|76.493|159336|NA|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Curacao"|"CW"|"CUW"|2015|""|"2026-01-28"|19361.8129630226|76.482|157980|NA|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Curacao"|"CW"|"CUW"|2016|""|"2026-01-28"|18944.0962772875|76.322|159664|61.8555|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Curacao"|"CW"|"CUW"|2017|""|"2026-01-28"|18938.2440965187|76.423|160175|68.1272|"Latin America & Caribbean"|"Willemstad"|""|""|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2015|""|"2026-01-28"|23088.44140625|81.464|1219502|71.7157|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2018|""|"2026-01-28"|29120.375|81.556|1270737|84.4336|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2019|""|"2026-01-28"|29227.173828125|81.454|1286671|86.0636|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2016|""|"2026-01-28"|24280.056640625|81.534|1237112|75.9002|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2017|""|"2026-01-28"|26247.44921875|81.543|1254275|80.7432|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Cyprus"|"CY"|"CYP"|2020|""|"2026-01-28"|28130.341796875|81.23|1302247|90.8019|"Europe & Central Asia"|"Nicosia"|"33.3736"|"35.1676"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2017|""|"2026-01-28"|57521.5514992225|81.1024390243903|5764980|97.0994|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2015|""|"2026-01-28"|53094.0133607574|80.7024390243902|5683483|96.3305|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2018|""|"2026-01-28"|61324.7665045565|80.9536585365854|5793636|97.3192|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2020|""|"2026-01-28"|60985.4885601514|81.6024390243903|5831404|96.5491|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2016|""|"2026-01-28"|54500.9260410217|80.8536585365854|5728010|96.9678|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Denmark"|"DK"|"DNK"|2019|""|"2026-01-28"|59404.2663247723|81.4512195121951|5814422|98.0464|"Europe & Central Asia"|"Copenhagen"|"12.5681"|"55.6763"|"High income"|"Not classified"
"Djibouti"|"DJ"|"DJI"|2015|""|"2026-01-28"|2376.12554719873|62.833|1020313|22.9|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Djibouti"|"DJ"|"DJI"|2020|""|"2026-01-28"|2844.88810647853|64.2|1105188|59.9257|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Djibouti"|"DJ"|"DJI"|2018|""|"2026-01-28"|2718.08338799203|64.105|1071882|57.0617|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Djibouti"|"DJ"|"DJI"|2017|""|"2026-01-28"|2618.95521147369|63.71|1054841|55.6814|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Djibouti"|"DJ"|"DJI"|2019|""|"2026-01-28"|2837.16902340932|64.381|1088709|58.4762|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Djibouti"|"DJ"|"DJI"|2016|""|"2026-01-28"|2510.4300076241|63.335|1037653|30.8|"Middle East & North Africa"|"Djibouti"|"43.1425"|"11.5806"|"Lower middle income"|"IDA"
"Dominica"|"DM"|"DMA"|2017|""|"2026-01-28"|8224.64896571414|68.62|68496|69.6197|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominica"|"DM"|"DMA"|2016|""|"2026-01-28"|8802.56172041363|71.189|69606|67.03|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominica"|"DM"|"DMA"|2015|""|"2026-01-28"|8282.59874702141|69.968|70410|65|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominica"|"DM"|"DMA"|2018|""|"2026-01-28"|9215.3085405645|71.378|68174|NA|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominica"|"DM"|"DMA"|2019|""|"2026-01-28"|9491.14995962374|71.305|67880|73.3819|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominica"|"DM"|"DMA"|2020|""|"2026-01-28"|7827.74842680426|71.269|67573|75.6567|"Latin America & Caribbean"|"Roseau"|"-61.39"|"15.2976"|"Upper middle income"|"Blend"
"Dominican Republic"|"DO"|"DOM"|2018|""|"2026-01-28"|7882.98221584944|73.555|10782053|74.822|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Dominican Republic"|"DO"|"DOM"|2017|""|"2026-01-28"|7412.71571571512|73.37|10666843|67.5712|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Dominican Republic"|"DO"|"DOM"|2015|""|"2026-01-28"|6800.95309395474|72.982|10434829|54.2158|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Dominican Republic"|"DO"|"DOM"|2016|""|"2026-01-28"|7160.44200982307|72.889|10551430|63.8709|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Dominican Republic"|"DO"|"DOM"|2020|""|"2026-01-28"|7135.22273255899|72.636|11008300|81.6173|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Dominican Republic"|"DO"|"DOM"|2019|""|"2026-01-28"|8183.01623600375|73.112|10894043|79.7155|"Latin America & Caribbean"|"Santo Domingo"|"-69.8908"|"18.479"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2018|""|"2026-01-28"|6303.91886658338|77.248|17049547|57.5|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2019|""|"2026-01-28"|6205.05765246766|77.286|17340021|59.2|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2017|""|"2026-01-28"|6233.32244797718|76.22|16759519|55.8|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2016|""|"2026-01-28"|5917.63771271481|76.094|16505139|54.0629|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2020|""|"2026-01-28"|5463.64515348598|72.004|17546065|70.7|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Ecuador"|"EC"|"ECU"|2015|""|"2026-01-28"|5976.1596805651|76.222|16266225|48.9404|"Latin America & Caribbean"|"Quito"|"-78.5243"|"-0.229498"|"Upper middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2020|""|"2026-01-28"|3511.11381026379|69.79|109315124|71.9142|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2015|""|"2026-01-28"|3306.98159414141|70.135|99597342|37.8194|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2019|""|"2026-01-28"|2962.98892023003|71.213|107553158|57.2829|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2018|""|"2026-01-28"|2484.70315630508|70.974|105682094|46.9243|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2017|""|"2026-01-28"|2395.10333299491|70.709|103696057|44.9502|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"Egypt, Arab Rep."|"EG"|"EGY"|2016|""|"2026-01-28"|3270.6287768197|70.437|101644589|41.2481|"Middle East & North Africa"|"Cairo"|"31.2461"|"30.0982"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2017|""|"2026-01-28"|4020.12671373919|71.007|6213533|33.8207|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2016|""|"2026-01-28"|3901.34014965811|70.908|6200800|28.9971|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2015|""|"2026-01-28"|3790.34089108162|70.952|6183676|26.8026|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2019|""|"2026-01-28"|4320.11671534627|71.725|6222318|50.4912|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2020|""|"2026-01-28"|3997.19279583709|70.244|6234673|54.6014|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"El Salvador"|"SV"|"SLV"|2018|""|"2026-01-28"|4183.54620971358|71.384|6219807|43.8|"Latin America & Caribbean"|"San Salvador"|"-89.2073"|"13.7034"|"Lower middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2016|""|"2026-01-28"|7453.19797948517|61.081|1508186|23.78|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2017|""|"2026-01-28"|7809.10465655488|61.481|1562396|26.24|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2020|""|"2026-01-28"|5764.05502912947|62.141|1716468|55.0013|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2019|""|"2026-01-28"|6804.14923073888|62.297|1670177|49.1337|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2015|""|"2026-01-28"|9068.91003238645|60.635|1453923|21.32|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Equatorial Guinea"|"GQ"|"GNQ"|2018|""|"2026-01-28"|8102.47084834031|61.915|1616422|NA|"Sub-Saharan Africa"|"Malabo"|"8.7741"|"3.7523"|"Upper middle income"|"IBRD"
"Eritrea"|"ER"|"ERI"|2017|""|"2026-01-28"|NA|66.612|3150347|2.5|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Eritrea"|"ER"|"ERI"|2015|""|"2026-01-28"|NA|65.909|3105546|1.08373|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Eritrea"|"ER"|"ERI"|2016|""|"2026-01-28"|NA|66.242|3124698|1.17712|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Eritrea"|"ER"|"ERI"|2020|""|"2026-01-28"|NA|66.98|3291271|14.3494|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Eritrea"|"ER"|"ERI"|2019|""|"2026-01-28"|NA|67.306|3240194|11.2|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Eritrea"|"ER"|"ERI"|2018|""|"2026-01-28"|NA|66.979|3192760|5.3|"Sub-Saharan Africa"|"Asmara"|"38.9183"|"15.3315"|"Low income"|"IDA"
"Estonia"|"EE"|"EST"|2017|""|"2026-01-28"|20851.5223496861|78.0926829268293|1317384|88.1025|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Estonia"|"EE"|"EST"|2019|""|"2026-01-28"|24021.2501413306|78.6463414634147|1326898|90.2289|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Estonia"|"EE"|"EST"|2020|""|"2026-01-28"|23933.9939421065|78.5951219512195|1329522|89.0583|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Estonia"|"EE"|"EST"|2016|""|"2026-01-28"|18666.3736521706|77.6414634146342|1315790|87.2402|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Estonia"|"EE"|"EST"|2015|""|"2026-01-28"|17722.1557669523|77.590243902439|1315407|88.4097|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Estonia"|"EE"|"EST"|2018|""|"2026-01-28"|23618.1361254581|78.2439024390244|1321977|89.357|"Europe & Central Asia"|"Tallinn"|"24.7586"|"59.4392"|"High income"|"Not classified"
"Eswatini"|"SZ"|"SWZ"|2018|""|"2026-01-28"|3972.65450620357|58.707|1168929|39.4|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Eswatini"|"SZ"|"SWZ"|2016|""|"2026-01-28"|3238.17611961364|56.228|1149507|28.57|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Eswatini"|"SZ"|"SWZ"|2020|""|"2026-01-28"|3466.56936278145|59.862|1192729|49.013|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Eswatini"|"SZ"|"SWZ"|2017|""|"2026-01-28"|3853.09956569679|57.574|1158195|35.3|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Eswatini"|"SZ"|"SWZ"|2015|""|"2026-01-28"|3419.82276559528|54.941|1142813|25.643|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Eswatini"|"SZ"|"SWZ"|2019|""|"2026-01-28"|3913.14577547336|59.85|1179874|43.9|"Sub-Saharan Africa"|"Mbabane"|"31.4659"|"-26.5225"|"Lower middle income"|"IBRD"
"Ethiopia"|"ET"|"ETH"|2020|""|"2026-01-28"|829.790982547947|65.969|118917671|16.0696|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Ethiopia"|"ET"|"ETH"|2016|""|"2026-01-28"|641.651523286233|64.162|106718162|15.3669|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Ethiopia"|"ET"|"ETH"|2017|""|"2026-01-28"|696.348429076216|64.766|109666481|15.6|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Ethiopia"|"ET"|"ETH"|2019|""|"2026-01-28"|793.473247210264|65.741|115737383|16|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Ethiopia"|"ET"|"ETH"|2018|""|"2026-01-28"|739.702022272086|65.257|112664152|15.9|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Ethiopia"|"ET"|"ETH"|2015|""|"2026-01-28"|597.912113218663|63.592|103867135|13.8552|"Sub-Saharan Africa"|"Addis Ababa"|"38.7468"|"9.02274"|"Low income"|"IDA"
"Faroe Islands"|"FO"|"FRO"|2017|""|"2026-01-28"|59387.353086482|82.1439024390244|50180|97.582|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Faroe Islands"|"FO"|"FRO"|2020|""|"2026-01-28"|62243.1905561324|82.6439024390244|52565|NA|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Faroe Islands"|"FO"|"FRO"|2015|""|"2026-01-28"|52637.1903526574|81.7926829268293|48899|94.2|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Faroe Islands"|"FO"|"FRO"|2019|""|"2026-01-28"|63068.2872688483|82.4439024390244|51792|NA|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Faroe Islands"|"FO"|"FRO"|2018|""|"2026-01-28"|62526.4908515743|82.2926829268293|50996|NA|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Faroe Islands"|"FO"|"FRO"|2016|""|"2026-01-28"|56875.2803813296|81.9926829268293|49464|95.1087|"Europe & Central Asia"|"Torshavn"|"-6.91181"|"61.8926"|"High income"|"Not classified"
"Fiji"|"FJ"|"FJI"|2015|""|"2026-01-28"|5097.53106864695|66.48|918578|42.5|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Fiji"|"FJ"|"FJI"|2018|""|"2026-01-28"|6085.41979485376|66.965|917180|58.2364|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Fiji"|"FJ"|"FJI"|2017|""|"2026-01-28"|5826.84814459328|67.06|918759|53.6474|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Fiji"|"FJ"|"FJI"|2016|""|"2026-01-28"|5363.79026679243|66.657|919166|49.42|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Fiji"|"FJ"|"FJI"|2019|""|"2026-01-28"|5842.07344577597|67.009|914899|63.2179|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Fiji"|"FJ"|"FJI"|2020|""|"2026-01-28"|4620.6457238014|66.924|914963|68.6256|"East Asia & Pacific"|"Suva"|"178.399"|"-18.1149"|"Upper middle income"|"Blend"
"Finland"|"FI"|"FIN"|2016|""|"2026-01-28"|43451.2562442158|81.4292682926829|5495303|87.7036|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"Finland"|"FI"|"FIN"|2019|""|"2026-01-28"|48358.1807773701|81.9829268292683|5521606|89.6074|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"Finland"|"FI"|"FIN"|2015|""|"2026-01-28"|42560.3456767103|81.4804878048781|5479531|86.4221|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"Finland"|"FI"|"FIN"|2020|""|"2026-01-28"|48828.6846862799|81.9317073170732|5529543|92.1703|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"Finland"|"FI"|"FIN"|2018|""|"2026-01-28"|49654.2497035329|81.7341463414634|5515525|88.89|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"Finland"|"FI"|"FIN"|2017|""|"2026-01-28"|46085.0174739036|81.6317073170732|5508214|87.4689|"Europe & Central Asia"|"Helsinki"|"24.9525"|"60.1608"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2017|""|"2026-01-28"|38687.1626407164|82.5756097560976|66918020|80.5025|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2020|""|"2026-01-28"|39169.8606000707|82.1756097560976|67601110|84.7064|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2019|""|"2026-01-28"|40408.2848574751|82.8268292682927|67382061|83.3397|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2016|""|"2026-01-28"|37024.2157133669|82.5731707317073|66724104|79.2698|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2018|""|"2026-01-28"|41418.1766484844|82.6756097560976|67158348|82.0432|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"France"|"FR"|"FRA"|2015|""|"2026-01-28"|36702.4323733379|82.3219512195122|66548272|78.006|"Europe & Central Asia"|"Paris"|"2.35097"|"48.8566"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2018|""|"2026-01-28"|21925.616043938|82.985|279815|NA|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2015|""|"2026-01-28"|19166.9594761931|82.339|277866|64.5602|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2017|""|"2026-01-28"|20826.9312492172|82.774|280087|72.7039|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2020|""|"2026-01-28"|19966.4838503859|82.459|279209|NA|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2016|""|"2026-01-28"|19690.0775734589|82.555|279178|68.4404|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"French Polynesia"|"PF"|"PYF"|2019|""|"2026-01-28"|21582.5892046801|83.195|279034|NA|"East Asia & Pacific"|"Papeete"|"-149.57"|"-17.535"|"High income"|"Not classified"
"Gabon"|"GA"|"GAB"|2018|""|"2026-01-28"|7624.2775233771|67.043|2212318|55.4202|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gabon"|"GA"|"GAB"|2019|""|"2026-01-28"|7441.1786472281|67.337|2267706|59.5176|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gabon"|"GA"|"GAB"|2015|""|"2026-01-28"|7047.12654634355|66.336|2040989|45.7845|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gabon"|"GA"|"GAB"|2017|""|"2026-01-28"|6921.73373135624|66.816|2156900|51.6049|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gabon"|"GA"|"GAB"|2020|""|"2026-01-28"|6605.80346077565|67.073|2322539|63.9179|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gabon"|"GA"|"GAB"|2016|""|"2026-01-28"|6677.07003901644|66.583|2100306|48.0523|"Sub-Saharan Africa"|"Libreville"|"9.45162"|"0.38832"|"Upper middle income"|"IBRD"
"Gambia, The"|"GM"|"GMB"|2020|""|"2026-01-28"|720.335143352133|64.418|2515733|34.2172|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Gambia, The"|"GM"|"GMB"|2018|""|"2026-01-28"|696.219806960615|64.034|2399632|28.3|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Gambia, The"|"GM"|"GMB"|2019|""|"2026-01-28"|738.186751987483|64.427|2456844|31.1183|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Gambia, The"|"GM"|"GMB"|2015|""|"2026-01-28"|619.536364296461|62.971|2224529|17.6|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Gambia, The"|"GM"|"GMB"|2016|""|"2026-01-28"|650.056501323611|63.386|2283769|19.9|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Gambia, The"|"GM"|"GMB"|2017|""|"2026-01-28"|642.522641296331|63.708|2342189|22.5|"Sub-Saharan Africa"|"Banjul"|"-16.5885"|"13.4495"|"Low income"|"IDA"
"Georgia"|"GE"|"GEO"|2017|""|"2026-01-28"|4418.75206546679|73.435|3728004|59.7055|"Europe & Central Asia"|"Tbilisi"|"44.793"|"41.71"|"Upper middle income"|"IBRD"
"Georgia"|"GE"|"GEO"|2016|""|"2026-01-28"|4143.40125686315|73.136|3727505|58.4593|"Europe & Central Asia"|"Tbilisi"|"44.793"|"41.71"|"Upper middle income"|"IBRD"
"Georgia"|"GE"|"GEO"|2020|""|"2026-01-28"|4300.85701291207|73.509|3722716|72.5316|"Europe & Central Asia"|"Tbilisi"|"44.793"|"41.71"|"Upper middle income"|"IBRD"
